ID Item;REF;DESCRPCION;Unidad
1641;19022                                             ;LEVA ENSAMBLADA+PALANCA ALUM.9980 HEIL.;UND 
12199;AI-38000020                                       ;"CILINDRO HIDR.6""Øx4""x1050mm AI-38 XVAND";UND 
12625;0012625                                           ;CILINDRO NEUM.MAL-CM-32-100-LB XHNOTION;UND 
12626;0012626                                           ;CILINDRO NEUM.MAL-CM-40-100-LB XHNOTION;UND 
12455;0012455                                           ;CILINDRO NEUM.MAL-U-40-150 XHNOTION;UND 
12456;0012456                                           ;CILINDRO NEUM.MAL-U-40-75 XHNOTION;UND 
12303;0012303                                           ;"CILINDRO NEUM.SC100-200-CB-AB 1/2""XHNOTI";UND 
12629;0012629                                           ;"CILINDRO NEUM.SC80-160-CB-Y 3/8""XHNOTION";UND 
3232;21926                                             ;"TUBERIA AC.INOX.304 SCH40 1_1/4""Ø.";m   
998;5485                                              ;CINTA DE AMARRE PLASTICA DE 10cm-NEGRA-;UND 
999;1795                                              ;CINTA DE AMARRE PLASTICA DE 15cm.;UND 
1000;6715                                              ;CINTA DE AMARRE PLASTICA DE 25cm-NEGRA-;UND 
5266;20369-005                                         ;ANILLO SEGURIDAD A-28 (25.9mmDI);UND 
27;1794                                              ;CINTA DE AMARRE PLASTICA DE 30cm-NEGRA-;UND 
1001;9088FL-3M/4965TESA                                ;"CINTA DOBLE FAZ 1/2"" 9088FL-3M/4965TESA";m   
1003;13467                                             ;"CINTA DOBLE FAZ 3/4"" ACX 19mm x 25m TESA";m   
7292;VHB 5952F 3M - VHB RP32 -                         ;"CINTA DOBLE FAZ 3/4"" VHB 5952F 3M";m   
1008;12356 48mm 6969 3M./48mmx50m 4663 TESA            ;CINTA PARA CONDUCTOS 48mm 4663 TESA;m   
1009;17065-FE165F GOLD KINED                           ;"CINTA POLIESTER 1_3/4"" 5000KG NARANJA";m   
28;983-32 3M - NTC-5807 2017/03 DOT-C2               ;"CINTA REFLECTIVA 2"" BLANCA+ROJA NTC-5807";yd  
10330;983-72 3M NTC-5807 2017/03 DOT-C2                 ;"CINTA REFLECTIVA 2"" ROJO NTC-5807";yd  
8703;983 3M  BLANCA-7202064 / ROJA-7202068  ADAICO     ;CINTA REFLECTIVA 983 3M 51mmx50m(50Yd);m   
8703;983 3M  BLANCA-7202064 / ROJA-7202068  ADAICO     ;CINTA REFLECTIVA 983 3M 51mmx50m(50Yd);m   
9925;997 3M                                            ;CINTA REFLECTIVA 997 3M 51mmx50m(50Yd);m   
1010;20731                                             ;"CINTA REFLECTIVA AMARILLO-LIMON 2"".";m   
9895;0009895                                           ;CINTA SELLADO EXTREMO 4412N 60mm 3M;m   
1013;14982                                             ;CLIP SENSOR CrNi 899 759 815 4.;UND 
1605;24610                                             ;LAMINA ALFAJOR INOX.304 ACAB-1 3mm.;Kg  
1014;EK-0100800                                        ;COCA EXTREMA DEL RESORTE COD:EK-0100800.;UND 
7407;07407                                             ;"CODO 45° AC.3000PSI 3/4""NPT";UND 
14442;0014442                                           ;"CODO 45° AC.3000PSI 3/8""NPT.";UND 
1019;20823                                             ;"CODO 45° AC.GALV.150PSI 3""NPT.";UND 
1021;25404                                             ;"CODO 45° ALUM.L/R 3"" 40111C BTI.";UND 
1022;25406                                             ;"CODO 45° ALUM.L/R 4"" 40127C BTI.";UND 
1024;20500                                             ;"CODO 45° LR ALUM.4"" BEL445AL BETTS.";UND 
1028;2509                                              ;"CODO 45° SOLD.AC.SCH40 2""Ø.";UND 
1029;2447                                              ;"CODO 45° SOLD.AC.SCH40 3""Ø.";UND 
1030;1051                                              ;"CODO 45° SOLD.AC.SCH40 4""Ø.";UND 
1032;20730                                             ;"CODO 45° SOLD.INOX.304 SCH10.2""Ø.";UND 
1033;3068-(CC)                                         ;"CODO 45° SOLD.INOX.304.SCH10 3""Ø.";UND 
1034;5867                                              ;"CODO 45° SOLD.INOX.304.SCH10.4""Ø.";UND 
1035;3067                                              ;"CODO 45° SOLD.INOX.304.SCH40 4""Ø.";UND 
4326;17318                                             ;"CODO 90.AC-GALV.3/8""NPT.";UND 
1037;2451                                              ;"CODO 90° AC.150PSI 2""NPT.";UND 
1042;603                                               ;"CODO 90° AC.3000PSI 3/4""NPT.";UND 
14111;0014111                                           ;"CODO 90° AC.3000PSI 3/8""NPT.";UND 
1044;6935                                              ;"CODO 90° AC.300PSI 3""NPT.";UND 
1039;7821                                              ;"CODO 90° AC.300PSI.1""NPT.";UND 
1046;20824                                             ;"CODO 90° AC.GALV.3""NPT.150PSI.";UND 
1053;25403                                             ;"CODO 90° ALUM.L/R 3"" 40111A BTI.";UND 
1054;20501                                             ;"CODO 90° ALUM.L/R 3"" BEL390AL BETTS.";UND 
3607;2921                                              ;VALV.VENTEO 6238ALV PRESION+VACIO BET;UND 
3626;19106                                             ;VIGA LOGISTICA K2 9075-102 ALUM.KINEDYNE;UND 
1055;25405                                             ;"CODO 90° ALUM.L/R 4"" 40127A BTI.";UND 
1056;20499                                             ;"CODO 90° ALUM.L/R 4"" BEL490AL BETTS.";UND 
1063;2450                                              ;"CODO 90° SOLD.AC.SCH40 2""Ø.";UND 
1064;2054                                              ;"CODO 90° SOLD.AC.SCH40 3""Ø.";UND 
1065;599                                               ;"CODO 90° SOLD.AC.SCH40 4""Ø.";UND 
12922;T40633A.40 BTI                                    ;"CODO 90° SOLD.ALUM.SCH40 3""Ø T40633A.40";UND 
12685;T40591A.40 BTI                                    ;"CODO 90° SOLD.ALUM.SCH40 4""Ø T40591A.40";UND 
1068;3064                                              ;"CODO 90° SOLD.INOX.304 SCH10 2""Ø.";UND 
13149;0013149                                           ;"CODO 90° SOLD.INOX.304 SCH10 2_1/2""Ø.";UND 
1069;3029                                              ;"CODO 90° SOLD.INOX.304 SCH10 3""Ø.";UND 
1070;2470                                              ;"CODO 90° SOLD.INOX.304 SCH10 4""Ø.";UND 
1073;3062                                              ;"CODO 90° SOLD.INOX.304 SCH40 4""Ø.";UND 
1075;19437                                             ;"CODO 90° SOLD.INOX.316L SCH10 4""Ø.";UND 
1077;15331                                             ;"CODO 90º AC.GALV.1_1/2""";UND 
6292;0006292                                           ;"CODO 90º CALIBRE-16  4""ØEXT RADIO CORTO";UND 
10860;0010860                                           ;"CODO HEMBRA-MACHO 45° AC.GALV.1""NPT.";UND 
1080;3121                                              ;"CODO HEMBRA-MACHO 90° AC.GALV.2""NPT.";UND 
1082;13724                                             ;"COLLAR 4"" MANHOLE-20"" AC.3176MS BETTS.";UND 
1083;5695                                              ;"COLLAR 4"" MANHOLE-20""AC.INOX 3176SL BETT";UND 
12866;0012866                                           ;"COLLAR 6"" AC. 6916MS-6 BETTS MH-20""8555";UND 
4956;B0NBN6916AL-6                                     ;"COLLAR 6"" ALUM.6916AL-6 BETTS MH-20""8555";UND 
4495;25424                                             ;"COLLAR ALUM.4"" MANHOLE-20""3176AE BETTS.";UND 
1084;25372                                             ;"COLLAR FLANCHE AC.ZINC 3LC-2R20G 5/8""HUC";UND 
4657;25371                                             ;"COLLAR FLANCHE AC.ZINC.3LC-2R16G 1/2""HUC";UND 
4659;16223                                             ;"COLLAR STANDARD STEEL 2LC-R10G 5/16""Ø.";UND 
1088;15126                                             ;"COLLAR STANDARD STEEL 2LC-R12G 3/8""Ø.";UND 
1089;16222                                             ;"COLLAR STANDARD STEEL 2LC-R8G 1/4""Ø.";UND 
8533;0008533                                           ;COLLARIN FUNDIDO EJE K-30 -SPIDER-;UND 
1287;21911                                             ;EMPAQUE NITRILO 146DEx70DIx3mm-ESP.S/PL.;UND 
4469;26452                                             ;COLLARIN HUCK 11541 LC-2R36G.;UND 
467;8942                                              ;BASE COCA 50mm IZQ-DEL/DER-TRAS FUNDIDA.;UND 
1095;1053                                              ;"CONDULETA ""T"" 1/2""NPT ALUM.";UND 
10331;0010331                                           ;CONECTOR CILINDRO AIRE  10145-C P.G.;UND 
10853;REF:10145/SPLINDLE PLUG-SIST.AUTOINFLADO          ;CONECTOR COMPRESION TAPON PUNTA EJE;UND 
8280;66830-3 GROTE                                     ;"CONECTOR ELECT.66830-3 GROTE LAMP-2_1/2""";UND 
1096;21474-010                                         ;CONECTOR ELECT.94706 TRUCK LITE.;UND 
7445;07445                                             ;CONECTOR ELECTR. AEREO 6-PINES.;UND 
9106;09106                                             ;CONECTOR ELECTR. DIN 43650 SIN LED;UND 
9223;163047 CRAMARO                                    ;CONECTOR ELECTR.HEMBRA 163047 CRAMARO;UND 
9169;163045 CRAMARO                                    ;CONECTOR ELECTR.HEMByMACHO 163045 CRAMAR;UND 
9224;163046                                            ;CONECTOR ELECTR.MACHO 163046 CRAMARO;UND 
1105;13694                                             ;"CONECTOR RECTO INOX.1/2""ODx3/8""NPT.768L.";UND 
31;9087                                              ;CONECTOR TUBULAR AISLADO 16-14 AZUL.;UND 
1109;24912                                             ;CONO TOLVA ALUM.5067 SOLIMAR.;UND 
1111;9434                                              ;CONTACTOR 220VAC LC1D18M7 SCHNEIDER ELCT;UND 
1059;8669                                              ;"CODO 90° SOLD.AC.INOX.304 SCH40 1""Ø.";UND 
8236;CB180S2R                                          ;CONTRABALANCE 1CAMISA 180CM AIRIBUZ-GAMI;UND 
1112;2864                                              ;CONTROL AIRE ACK-203W&CH/AK-134-3 H(KIT);UND 
4777;0004777                                           ;CONVERTIDOR 12-24v COMP. P/ ABS,ABS-RSS+;UND 
1119;18015                                             ;"CORAZA PLASTICA 1/4"" COLOR:NEGRA.";m   
1120;16425                                             ;"CORAZA PLASTICA 3/8"" ABIERTA COLOR:NEGRA";m   
8797;KLK DR- 1200-26- DK1046 01 ---K-- JOST            ;CORONA GIRATORIA KLK DR-1200-26 JOST.;UND 
1123;7302                                              ;CORONA GIRATORIA KLK SO-1100/24 JOST.;UND 
1124;24163                                             ;"CORREA 2""+GANCHO 12' 6002-B BUFFERS.";UND 
1129;9938                                              ;"CORREA ELEVACION EJE-POLIESTER 2""-W&CH.";UND 
1136;24781                                             ;CORREA T/A-65 .;UND 
13381;013381-CUADRADO-                                  ;CORREA+GANCHO TENSOR CORTINA GL-15202;UND 
1475;CORREA+HEBILLA PLASTICA+ACOPLE FIJACION IKL.      ;CORREA+HEBILLA+GANCHO GL-15218-2L.;UND 
1143;16851                                             ;CORTINA LAT.CBAL EG-8302200 POSTOBON;UND 
11634;G-24200700                                        ;CORTINA LAT.MODIF.XBoS G-24200700;UND 
12510;AM-69000300                                       ;CORTINA LAT.XBo AM-69000300 (G+C-RM);UND 
12963;0012963                                           ;CORTINA LAT.XBo AM-70001300 (G+C-RM);UND 
13406;AM-71000100                                       ;CORTINA LAT.XBo AM-71000100 (G+C-RM);UND 
14753;AM-76000100                                       ;CORTINA LAT.XBo AM-76000900 (G+C-RM);UND 
7678;AM-54002000                                       ;CORTINA LAT.XBoMJS2L AM-54002000;UND 
12491;EG-162000100                                      ;CORTINA LATERAL CBCLA-12 EG-162000100;UND 
14746;EG-17100100                                       ;CORTINA LATERAL CBCLA-12 EG-17100100;UND 
8860;AW-0300700                                        ;CORTINA LATERAL XPS-13m AW-0300700;UND 
14410;G-256000507                                       ;CORTINA POST. TECHO G-256000507;UND 
4156;19057                                             ;COSTURA  -CINTAS,MALLAS,REATAS-;UND 
4401;558                                               ;"CUADRADO AC.CIAL.L.C. 1/2"".";KG  
1190;560                                               ;"CUADRADO AC.CIAL.LC.3/8"".";kg  
1191;15373                                             ;"CUADRADO AC.SAE1020 CALIB.1"".";Kg  
1193;3508                                              ;"CUADRADO AC.SAE1020 CALIB.5/8"".";Kg  
4319;607                                               ;"CODO 90·AC.GALV. 1/2""NPT.";UND 
12470;012470                                            ;"CUADRADO AC.SAE1020 CALIB.7/8"".";Kg  
9744;0009744                                           ;"CUADRADO AC.SAE1020 CALIB.9/16"".";Kg  
1196;8039                                              ;"CUADRADO AC.SAE1045.LC.1_1/2""-PALANQUILL";Kg  
10221;0010221                                           ;CUNA 742 (PARA BOCIN EJE K-30/ROD-740);UND 
10222;0010222                                           ;CUNA 752 (PARA BOCIN EJE K-30/ROD-759);UND 
13462;0013462                                           ;CUNA HM-218210;UND 
1198;1087                                              ;CUNA HM-518410 TIMKEN.;UND 
1199;2143                                              ;CUNA REF:HM-518410.;UND 
1203;23797                                             ;"CUÑA EN EMPACK PARA TUBO DE 3/4"".ENCARP.";UND 
1207;5422                                              ;"CURVA PVC ELECTRICA 1/2""Ø.";UND 
9886;0009886                                           ;DESLIZADOR 169 71807169K HYVA;UND 
1210;20259                                             ;DESLIZADOR CORTINA SLIDER EN NYLON.;UND 
8167;69431 TODCO                                       ;DESLIZADOR SOPORTE SUP.FIJO 69431 TODCO;UND 
12661;0012661                                           ;DIODO RECTIFICADOR 6A10(5817) 6A-1000V;UND 
1214;23085                                             ;DISCO ROTOR H38-0302(H32-D002) AMPARTS;UND 
4519;25626                                             ;DISCO RUPTURA GA_DN50 GRAFITO 2.8BAR DON;UND 
2909;24797-006                                         ;TE BT-510LP-D-SSGG BTI.;UND 
6432;06432                                             ;DISOLVENTE D-808 PPG;Lt  
